timestamp;electricity_demand_rate_W;produced_electricity_rate_W;drybulb_C;relhum_percent;Global Horizontal Radiation;dni_Wm2;dhi_Wm2;Wind Speed (m/s);wdir_deg;ev_status;tar_s;tar_w;tar_sw;tar_flat;tar_tou;ev_conn;ev_arrival;ev_departure
01/01/2000 00:00;144.98;0.0;1.9;96.0;0.0;0.0;0.0;3.5;268.0;0.0;0.3222;0.2856352591749999;0.3078352591749999;0.3;0.21;0;0.0;0.0
01/01/2000 00:05;144.98;0.0;1.908332461;96.0;0.0;0.0;0.0;3.5;266.91678;0.0;0.3222;0.2856352591749999;0.3078352591749999;0.3;0.21;0;0.0;0.0
01/01/2000 00:10;144.98;0.0;1.916664923;96.0;0.0;0.0;0.0;3.5;265.8335601;0.0;0.3222;0.2856352591749999;0.3078352591749999;0.3;0.21;0;0.0;0.0
01/01/2000 00:15;144.98;0.0;1.924997384;96.0;0.0;0.0;0.0;3.5;264.7503401;0.0;0.3222;0.2856352591749999;0.3078352591749999;0.3;0.21;0;0.0;0.0
01/01/2000 00:20;144.98;0.0;1.933329845;96.0;0.0;0.0;0.0;3.5;263.6671201;0.0;0.3222;0.2856352591749999;0.3078352591749999;0.3;0.21;0;0.0;0.0
01/01/2000 00:25;144.98;0.0;1.941662307;96.0;0.0;0.0;0.0;3.5;262.5839002;0.0;0.3222;0.2856352591749999;0.3078352591749999;0.3;0.21;0;0.0;0.0
01/01/2000 00:30;144.98;0.0;1.949994768;96.0;0.0;0.0;0.0;3.5;261.5006802;0.0;0.3222;0.2856352591749999;0.3078352591749999;0.3;0.21;0;0.0;0.0
01/01/2000 00:35;144.98;0.0;1.958327229;96.0;0.0;0.0;0.0;3.5;260.4174602;0.0;0.3222;0.2856352591749999;0.3078352591749999;0.3;0.21;0;0.0;0.0
01/01/2000 00:40;144.98;0.0;1.96665969;96.0;0.0;0.0;0.0;3.5;259.3342402;0.0;0.3222;0.2856352591749999;0.3078352591749999;0.3;0.21;0;0.0;0.0
01/01/2000 00:45;144.98;0.0;1.974992152;96.0;0.0;0.0;0.0;3.5;258.2510203;0.0;0.3222;0.2856352591749999;0.3078352591749999;0.3;0.21;0;0.0;0.0
01/01/2000 00:50;144.98;0.0;1.983324613;96.0;0.0;0.0;0.0;3.5;257.1678003;0.0;0.3222;0.2856352591749999;0.3078352591749999;0.3;0.21;0;0.0;0.0
01/01/2000 00:55;144.98;0.0;1.991657074;96.0;0.0;0.0;0.0;3.5;256.0845803;0.0;0.3222;0.2856352591749999;0.3078352591749999;0.3;0.21;0;0.0;0.0
01/01/2000 01:00;144.98;0.0;1.999989536;96.0;0.0;0.0;0.0;3.5;255.0013604;0.0;0.3222;0.2863796211;0.3085796211;0.3;0.21;0;0.0;0.0
01/01/2000 01:05;144.98;0.0;1.866848048;96.16643994;0.0;0.0;0.0;3.524965991;255.6657598;0.0;0.3222;0.2863796211;0.3085796211;0.3;0.21;0;0.0;0.0
01/01/2000 01:10;144.98;0.0;1.733528668;96.33308917;0.0;0.0;0.0;3.549963375;256.3323567;0.0;0.3222;0.2863796211;0.3085796211;0.3;0.21;0;0.0;0.0
01/01/2000 01:15;144.98;0.0;1.600209287;96.49973839;0.0;0.0;0.0;3.574960759;256.9989536;0.0;0.3222;0.2863796211;0.3085796211;0.3;0.21;0;0.0;0.0
01/01/2000 01:20;144.98;0.0;1.466889906;96.66638762;0.0;0.0;0.0;3.599958143;257.6655505;0.0;0.3222;0.2863796211;0.3085796211;0.3;0.21;0;0.0;0.0
01/01/2000 01:25;144.98;0.0;1.333570525;96.83303684;0.0;0.0;0.0;3.624955527;258.3321474;0.0;0.3222;0.2863796211;0.3085796211;0.3;0.21;0;0.0;0.0
01/01/2000 01:30;144.98;0.0;1.200251144;96.99968607;0.0;0.0;0.0;3.649952911;258.9987443;0.0;0.3222;0.2863796211;0.3085796211;0.3;0.21;0;0.0;0.0
01/01/2000 01:35;144.98;0.0;1.066931763;97.1663353;0.0;0.0;0.0;3.674950294;259.6653412;0.0;0.3222;0.2863796211;0.3085796211;0.3;0.21;0;0.0;0.0
01/01/2000 01:40;144.98;0.0;0.933612382;97.33298452;0.0;0.0;0.0;3.699947678;260.3319381;0.0;0.3222;0.2863796211;0.3085796211;0.3;0.21;0;0.0;0.0
01/01/2000 01:45;144.98;0.0;0.800293001;97.49963375;0.0;0.0;0.0;3.724945062;260.998535;0.0;0.3222;0.2863796211;0.3085796211;0.3;0.21;0;0.0;0.0
01/01/2000 01:50;144.98;0.0;0.66697362;97.66628297;0.0;0.0;0.0;3.749942446;261.6651319;0.0;0.3222;0.2863796211;0.3085796211;0.3;0.21;0;0.0;0.0
01/01/2000 01:55;144.98;0.0;0.533654239;97.8329322;0.0;0.0;0.0;3.77493983;262.3317288;0.0;0.3222;0.2863796211;0.3085796211;0.3;0.21;0;0.0;0.0
01/01/2000 02:00;144.98;0.0;0.400334859;97.99958143;0.0;0.0;0.0;3.799937214;262.9983257;0.0;0.3222;0.2852117052249999;0.307411705225;0.3;0.21;0;0.0;0.0
01/01/2000 02:05;144.98;0.0;0.391688467;98.08311533;0.0;0.0;0.0;3.766753869;263.4155766;0.0;0.3222;0.2852117052249999;0.307411705225;0.3;0.21;0;0.0;0.0
01/01/2000 02:10;144.98;0.0;0.383356006;98.16643994;0.0;0.0;0.0;3.733424024;263.8321997;0.0;0.3222;0.2852117052249999;0.307411705225;0.3;0.21;0;0.0;0.0
01/01/2000 02:15;144.98;0.0;0.375023545;98.24976455;0.0;0.0;0.0;3.700094179;264.2488228;0.0;0.3222;0.2852117052249999;0.307411705225;0.3;0.21;0;0.0;0.0
01/01/2000 02:20;144.98;0.0;0.366691083;98.33308917;0.0;0.0;0.0;3.666764334;264.6654458;0.0;0.3222;0.2852117052249999;0.307411705225;0.3;0.21;0;0.0;0.0
01/01/2000 02:25;144.98;0.0;0.358358622;98.41641378;0.0;0.0;0.0;3.633434489;265.0820689;0.0;0.3222;0.2852117052249999;0.307411705225;0.3;0.21;0;0.0;0.0
01/01/2000 02:30;144.98;0.0;0.350026161;98.49973839;0.0;0.0;0.0;3.600104643;265.498692;0.0;0.3222;0.2852117052249999;0.307411705225;0.3;0.21;0;0.0;0.0
01/01/2000 02:35;144.98;0.0;0.3416937;98.583063;0.0;0.0;0.0;3.566774798;265.915315;0.0;0.3222;0.2852117052249999;0.307411705225;0.3;0.21;0;0.0;0.0
01/01/2000 02:40;144.98;0.0;0.333361238;98.66638762;0.0;0.0;0.0;3.533444953;266.3319381;0.0;0.3222;0.2852117052249999;0.307411705225;0.3;0.21;0;0.0;0.0
01/01/2000 02:45;144.98;0.0;0.325028777;98.74971223;0.0;0.0;0.0;3.500115108;266.7485612;0.0;0.3222;0.2852117052249999;0.307411705225;0.3;0.21;0;0.0;0.0
01/01/2000 02:50;144.98;0.0;0.316696316;98.83303684;0.0;0.0;0.0;3.466785262;267.1651842;0.0;0.3222;0.2852117052249999;0.307411705225;0.3;0.21;0;0.0;0.0
01/01/2000 02:55;144.98;0.0;0.308363854;98.91636146;0.0;0.0;0.0;3.433455417;267.5818073;0.0;0.3222;0.2852117052249999;0.307411705225;0.3;0.21;0;0.0;0.0
01/01/2000 03:00;144.98;0.0;0.300031393;98.99968607;0.0;0.0;0.0;3.400125572;267.9984304;0.0;0.3222;0.2849768072749999;0.3071768072749999;0.3;0.21;0;0.0;0.0
01/01/2000 03:05;144.98;0.0;0.34980641;99.0;0.0;0.0;0.0;3.375096795;267.8339786;0.0;0.3222;0.2849768072749999;0.3071768072749999;0.3;0.21;0;0.0;0.0
01/01/2000 03:10;144.98;0.0;0.399801178;99.0;0.0;0.0;0.0;3.350099411;267.6673294;0.0;0.3222;0.2849768072749999;0.3071768072749999;0.3;0.21;0;0.0;0.0
01/01/2000 03:15;144.98;0.0;0.449795946;99.0;0.0;0.0;0.0;3.325102027;267.5006802;0.0;0.3222;0.2849768072749999;0.3071768072749999;0.3;0.21;0;0.0;0.0
01/01/2000 03:20;144.98;0.0;0.499790713;99.0;0.0;0.0;0.0;3.300104643;267.334031;0.0;0.3222;0.2849768072749999;0.3071768072749999;0.3;0.21;0;0.0;0.0
01/01/2000 03:25;144.98;0.0;0.549785481;99.0;0.0;0.0;0.0;3.275107259;267.1673817;0.0;0.3222;0.2849768072749999;0.3071768072749999;0.3;0.21;0;0.0;0.0
01/01/2000 03:30;144.98;0.0;0.599780249;99.0;0.0;0.0;0.0;3.250109875;267.0007325;0.0;0.3222;0.2849768072749999;0.3071768072749999;0.3;0.21;0;0.0;0.0
01/01/2000 03:35;144.98;0.0;0.649775017;99.0;0.0;0.0;0.0;3.225112492;266.8340833;0.0;0.3222;0.2849768072749999;0.3071768072749999;0.3;0.21;0;0.0;0.0
01/01/2000 03:40;144.98;0.0;0.699769785;99.0;0.0;0.0;0.0;3.200115108;266.6674341;0.0;0.3222;0.2849768072749999;0.3071768072749999;0.3;0.21;0;0.0;0.0
01/01/2000 03:45;144.98;0.0;0.749764553;99.0;0.0;0.0;0.0;3.175117724;266.5007848;0.0;0.3222;0.2849768072749999;0.3071768072749999;0.3;0.21;0;0.0;0.0
01/01/2000 03:50;144.98;0.0;0.79975932;99.0;0.0;0.0;0.0;3.15012034;266.3341356;0.0;0.3222;0.2849768072749999;0.3071768072749999;0.3;0.21;0;0.0;0.0
01/01/2000 03:55;144.98;0.0;0.849754088;99.0;0.0;0.0;0.0;3.125122956;266.1674864;0.0;0.3222;0.2849768072749999;0.3071768072749999;0.3;0.21;0;0.0;0.0
01/01/2000 04:00;144.98;0.0;0.899748856;99.0;0.0;0.0;0.0;3.100125572;266.0008371;0.0;0.3222;0.2853778673499999;0.30757786735;0.3;0.21;0;0.0;0.0
01/01/2000 04:05;144.98;0.0;0.916581208;99.0;0.0;0.0;0.0;3.075128188;265.917094;0.0;0.3222;0.2853778673499999;0.30757786735;0.3;0.21;0;0.0;0.0
01/01/2000 04:10;144.98;0.0;0.933246131;99.0;0.0;0.0;0.0;3.050130804;265.8337693;0.0;0.3222;0.2853778673499999;0.30757786735;0.3;0.21;0;0.0;0.0
01/01/2000 04:15;144.98;0.0;0.949911053;99.0;0.0;0.0;0.0;3.02513342;265.7504447;0.0;0.3222;0.2853778673499999;0.30757786735;0.3;0.21;0;0.0;0.0
